Ereignis-Nr,xcoord,ycoord,label,alti,slope,aspect,bulk_density,sand,usda_classes,silt,clay,coarse_fragments,avail_water_capacity,land_cover,tree_cover_density,obs_period_max,saturated_water_content,alpha_mrc,n_mrc
AR-2002-R-30043,9.46312047950147,47.4181737652154,1,720.0,17.532856,297.1978,1.0229172,35.661728,9.0,37.603264,26.73501,15.418241,0.10907854,25.0,0.0,109.639145,5705.0,127.0,12546.0
AR-2002-R-30044,9.46313415762572,47.4185334101205,1,707.5,22.904491,278.7873,1.0229172,35.661728,9.0,37.603264,26.73501,21.348297,0.10907854,18.0,0.0,109.639145,5705.0,127.0,12546.0
AR-2002-R-30045,9.46930018428341,47.4130269303543,1,786.3,29.542448,221.61635,0.9870115,34.099693,9.0,43.191147,22.709162,19.139086,0.10895579,25.0,0.0,107.584984,5701.0,130.0,12602.0
AR-2002-R-30046,9.47542484419428,47.4102829522866,1,797.0,27.043856,205.14082,1.0648404,29.442253,6.0,46.507027,24.05072,18.9803,0.10823011,25.0,86.0,104.376976,5460.0,116.0,12394.0
AR-2002-R-30047,9.49508022265753,47.4250320813311,1,879.8,18.608746,196.99612,1.0388561,40.779224,9.0,36.97341,22.247364,17.315678,0.11990036,24.0,86.0,92.39435,5511.0,121.0,12481.0
AR-2002-R-30048,9.49447882884339,47.4249078236839,1,878.8,4.272223,197.95346,1.0388561,40.779224,9.0,36.97341,22.247364,17.315678,0.11990036,24.0,91.0,92.39435,5511.0,121.0,12481.0
AR-2002-R-30049,9.49930891730476,47.4253616287962,1,901.2,13.876648,160.9512,1.0388561,37.226776,9.0,38.352425,24.420797,17.697783,0.11824283,24.0,88.0,92.57761,5535.0,118.0,12483.0
AR-2002-R-30050,9.49486610808385,47.4229215512792,1,898.3,16.17116,342.32346,0.98916554,40.779224,9.0,36.97341,22.247364,17.315678,0.11990036,24.0,85.0,92.681656,5536.0,121.0,12490.0
AR-2002-R-30051,9.48482900928627,47.4187450817738,1,893.7,26.16583,243.14445,1.0381724,43.21353,9.0,36.610588,20.17588,18.729136,0.098320864,24.0,67.0,98.42557,5465.0,110.0,12343.0
AR-2002-R-30052,9.48259086190328,47.4181099058529,1,870.3,33.16415,11.885891,1.0459213,43.544716,9.0,36.8937,19.561586,20.225775,0.098320864,18.0,0.0,99.12642,5535.0,113.0,12417.0
AR-2002-R-30053,9.4820754832966,47.418496902396,1,862.6,25.966566,20.083988,1.0459213,43.544716,9.0,36.8937,19.561586,22.388075,0.098320864,24.0,46.0,99.82726,5535.0,113.0,12417.0
AR-2002-R-30054,9.48038745714944,47.4187246794842,1,823.9,24.8808,308.86017,1.0459213,43.544716,9.0,36.8937,19.561586,22.388075,0.10277733,24.0,85.0,100.528114,5556.0,116.0,12395.0
AR-2002-R-30055,9.47353774937773,47.4174329571104,1,779.7,25.680801,349.09778,1.0140404,36.92247,8.0,39.810265,23.267263,17.980406,0.10895579,24.0,93.0,104.245445,5689.0,127.0,12536.0
AR-2002-R-30056,9.47170989523127,47.417123241338,1,759.9,30.086956,327.9426,1.0140404,36.92247,8.0,39.810265,23.267263,17.980406,0.10895579,24.0,84.0,105.17845,5689.0,127.0,12536.0
AR-2002-R-30057,9.47064226690164,47.4169350872609,1,755.5,26.845741,337.04028,1.0140404,36.92247,8.0,39.810265,23.267263,17.980406,0.10895579,24.0,79.0,105.89836,5689.0,127.0,12536.0
AR-2002-R-30058,9.47021158321944,47.4160699378642,1,802.8,20.424475,326.8998,0.9870115,34.099693,8.0,43.191147,22.709162,17.980406,0.10895579,25.0,85.0,106.13051,5689.0,127.0,12536.0
AR-2002-R-30059,9.48689879378272,47.4218934121707,1,861.9,22.465147,328.35275,0.9642758,43.21353,9.0,36.610588,20.17588,18.729136,0.11427747,24.0,87.0,96.55265,5511.0,112.0,12406.0
AR-2002-R-30060,9.48828634937461,47.4217788375008,1,881.9,26.429804,350.05405,0.9642758,43.21353,9.0,36.610588,20.17588,18.729136,0.11427747,24.0,86.0,95.889915,5511.0,112.0,12406.0
AR-2002-R-30061,9.47089665174393,47.4194318175115,1,839.7,23.574335,175.82504,1.0140404,36.92247,9.0,39.810265,23.267263,16.527515,0.10895579,18.0,0.0,105.201904,5694.0,134.0,12494.0
AR-2002-R-30062,9.47530970074912,47.4193991050997,1,817.5,23.890177,245.4387,1.0140404,36.92247,9.0,39.810265,23.267263,22.388075,0.10277733,24.0,92.0,102.43662,5556.0,116.0,12395.0
AR-2002-R-30063,9.47739640115494,47.4195422500194,1,849.3,26.37997,174.53448,1.0459213,43.544716,9.0,36.8937,19.561586,22.388075,0.10277733,18.0,80.0,101.74531,5556.0,116.0,12395.0
AR-2002-R-30064,9.4769656030577,47.4193699070102,1,833.3,33.337437,168.72588,1.0459213,36.92247,9.0,39.810265,23.267263,22.388075,0.10277733,18.0,90.0,101.74531,5556.0,116.0,12395.0
AR-2002-R-30065,9.47878154380649,47.4200576321729,1,857.2,20.760057,129.31071,1.0459213,43.544716,9.0,36.8937,19.561586,22.388075,0.10277733,24.0,80.0,100.87901,5556.0,116.0,12395.0
AR-2002-R-30066,9.47976057578895,47.4213899162152,1,870.5,23.192125,157.97858,1.0214165,43.544716,9.0,36.8937,19.561586,22.388075,0.10887134,18.0,71.0,100.03177,5490.0,113.0,12408.0
AR-2002-R-30067,9.46399230715075,47.4215773896838,1,771.5,25.906618,329.0727,0.98192984,34.099693,9.0,43.191147,22.709162,21.348297,0.116762646,25.0,90.0,108.09892,5703.0,127.0,12546.0
AR-2002-R-30068,9.45930639098218,47.4221092783887,1,720.7,42.1984,262.1328,0.9890227,35.661728,9.0,37.603264,26.73501,21.348297,0.11943166,25.0,85.0,109.807335,5697.0,134.0,12604.0
AR-2002-R-30069,9.47084281373684,47.4249659964523,1,839.4,17.404394,334.8396,0.93363667,34.832962,9.0,42.147495,23.019543,18.072525,0.110776015,25.0,84.0,103.809006,5488.0,116.0,12412.0
AR-2002-R-30070,9.46668787679639,47.4251739428707,1,837.8,16.124498,194.94223,0.9769775,27.201637,9.0,44.692284,28.106077,19.321465,0.116762646,18.0,83.0,105.71145,5540.0,122.0,12536.0
AR-2002-R-30071,9.51870219213258,47.4120581086741,1,970.0,18.97355,279.38046,1.0307174,34.134605,9.0,43.826347,22.039045,21.82495,0.10700722,24.0,84.0,96.386215,5544.0,116.0,12395.0
AR-2002-R-30072,9.52712619101083,47.4105565377378,1,1034.6,14.119898,160.19836,1.0252628,35.126953,9.0,42.33563,22.537418,15.606095,0.104387246,18.0,93.0,97.28219,5512.0,123.0,12486.0
AR-2002-R-30073,9.47645637703649,47.4206114979113,1,863.7,14.07136,226.10658,1.0140404,36.92247,9.0,39.810265,23.267263,22.388075,0.10887134,18.0,0.0,102.24259,5498.0,115.0,12412.0
AR-2002-R-30074,9.49765654098933,47.4076665549449,1,863.5,4.2215533,230.45503,1.0256492,36.955727,9.0,40.524197,22.520077,20.509214,0.111609355,18.0,83.0,95.60335,5603.0,116.0,12463.0
AR-2002-R-30075,9.49866029273545,47.4079185781392,1,882.6,13.193997,235.33638,1.0256492,36.955727,9.0,40.524197,22.520077,20.509214,0.111609355,18.0,84.0,95.70381,5603.0,116.0,12463.0
AR-2002-R-30076,9.48680511748672,47.4132577739491,1,911.5,24.681694,175.43338,1.0154024,43.21353,9.0,36.610588,20.17588,14.810718,0.098320864,25.0,85.0,97.7307,5466.0,112.0,12342.0
AR-2002-R-30077,9.48666228415944,47.4129903899381,1,889.1,26.538408,174.67836,1.0154024,43.21353,9.0,36.610588,20.17588,14.810718,0.098320864,25.0,94.0,97.7307,5466.0,112.0,12342.0
AR-2002-R-30078,9.48559226594727,47.4127394362749,1,873.7,29.332222,176.25314,1.0154024,35.111115,9.0,41.120827,23.76806,14.810718,0.098320864,25.0,93.0,98.488716,5466.0,112.0,12342.0
AR-2002-R-30079,9.48588366742404,47.4127342731904,1,870.4,27.985027,182.50934,1.0154024,35.111115,9.0,41.120827,23.76806,14.810718,0.098320864,25.0,92.0,98.488716,5466.0,112.0,12342.0
AR-2002-R-30080,9.48453262373544,47.4127582049319,1,878.7,29.234743,176.10997,1.0154024,35.111115,9.0,41.120827,23.76806,14.810718,0.098320864,18.0,80.0,99.24674,5466.0,112.0,12342.0
AR-2002-R-30081,9.48595027586059,47.4272185471266,1,981.7,20.432905,193.0064,1.0253822,44.144188,9.0,34.945534,20.91028,15.04854,0.11065618,2.0,47.0,96.451385,5495.0,117.0,12469.0
AR-2002-R-30082,9.49340998614922,47.4202302993319,1,950.9,9.696248,143.74179,1.0734984,42.17949,9.0,37.547256,20.273254,19.853783,0.10709239,18.0,0.0,93.3793,5497.0,114.0,12411.0
BE-2002-R-30083,7.87594959632991,46.9850629796041,1,1215.4,32.035023,211.18094,0.9731033,35.295334,6.0,38.038597,26.66607,22.505919,0.11978184,24.0,92.0,80.10341,5641.0,139.0,12753.0
BE-2002-R-30084,7.87624935151418,46.9847470035243,1,1217.8,30.791431,240.86977,0.9731033,35.295334,6.0,38.038597,26.66607,22.505919,0.11978184,24.0,84.0,80.10341,5641.0,139.0,12753.0
BE-2002-R-30085,7.87591521518187,46.9808353384554,1,1111.6,24.96626,184.70511,0.9280035,34.887787,6.0,39.8888,25.223412,22.016464,0.11112836,18.0,67.0,81.58495,5638.0,142.0,12695.0
BE-2002-R-30086,7.87525513368479,46.9804780401358,1,1072.6,21.657204,171.79161,0.9280035,34.887787,6.0,39.8888,25.223412,22.016464,0.11112836,18.0,0.0,81.71035,5621.0,134.0,12513.0
BE-2002-R-30087,7.87527820622625,46.9800821607802,1,1062.3,22.282646,163.36162,0.9280035,34.887787,6.0,39.8888,25.223412,22.016464,0.11112836,18.0,0.0,82.01134,5621.0,134.0,12513.0
BE-2002-R-30088,7.8751320267399,46.9798848208359,1,1063.7,20.185934,181.15501,0.9280035,34.887787,6.0,39.8888,25.223412,22.016464,0.11112836,18.0,0.0,82.01134,5621.0,134.0,12513.0
BE-2002-R-30089,7.88081375841252,46.9787476645406,1,994.0,28.120066,229.74828,0.9280035,19.759499,6.0,46.694954,33.545547,22.016464,0.12165695,18.0,0.0,81.77329,5651.0,141.0,12556.0
BE-2002-R-30090,7.88013802465729,46.9828880876411,1,1153.1,25.880964,147.20271,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.11715085,25.0,0.0,80.361946,5594.0,138.0,12669.0
BE-2002-R-30091,7.88019466207827,46.9833826092499,1,1164.1,23.158066,156.6946,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.11715085,25.0,0.0,80.361946,5760.0,146.0,12781.0
BE-2002-R-30092,7.88066976222927,46.9836146578601,1,1167.2,24.34253,160.20818,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.11715085,25.0,0.0,80.361946,5760.0,146.0,12781.0
BE-2002-R-30093,7.88053935839548,46.9837410935135,1,1167.2,24.34253,160.20818,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.11715085,25.0,0.0,80.361946,5760.0,146.0,12781.0
BE-2002-R-30094,7.88027611081119,46.9836971301285,1,1167.2,24.34253,160.20818,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.11715085,25.0,0.0,80.361946,5760.0,146.0,12781.0
BE-2002-R-30095,7.88121928775903,46.9833067019017,1,1155.3,24.833725,189.14467,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.11715085,25.0,0.0,80.361946,5760.0,146.0,12781.0
BE-2002-R-30096,7.88108511116021,46.9829743943383,1,1138.0,27.438549,189.53621,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.11715085,25.0,0.0,80.361946,5594.0,138.0,12669.0
BE-2002-R-30097,7.87464173692394,46.9858775264175,1,1204.8,41.238102,237.66415,1.0236574,35.295334,9.0,38.038597,26.66607,18.827808,0.11978184,24.0,85.0,79.90442,5764.0,146.0,12840.0
BE-2002-R-30098,7.87220276252171,46.9849872366654,1,1194.3,17.903048,143.65991,0.98725647,35.295334,6.0,38.038597,26.66607,22.297968,0.11978184,18.0,93.0,80.40941,5650.0,139.0,12650.0
BE-2002-R-30099,7.87236680558791,46.9857692041593,1,1212.6,26.536955,168.64699,1.0236574,35.295334,6.0,38.038597,26.66607,20.804445,0.11978184,18.0,89.0,80.09906,5650.0,139.0,12650.0
BE-2002-R-30100,7.87986555526271,46.9817197508574,1,1103.5,12.407888,178.67123,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.12165695,25.0,79.0,81.0472,5638.0,142.0,12695.0
BE-2002-R-30101,7.88029264600371,46.9825096918944,1,1110.6,28.816475,141.09082,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.11715085,25.0,65.0,80.64421,5594.0,138.0,12669.0
BE-2002-R-30102,7.8823616901184,46.9815752015149,1,1109.0,22.553387,223.67397,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.12165695,25.0,0.0,80.80576,5594.0,138.0,12669.0
BE-2002-R-30103,7.88200874731438,46.9818104420069,1,1111.2,25.076769,230.89555,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.12165695,25.0,0.0,80.80576,5594.0,138.0,12669.0
BE-2002-R-30104,7.86663078500647,46.9868071912051,1,1312.1,21.07732,353.76178,1.0097796,38.36905,6.0,37.35215,24.2788,20.804445,0.10714466,24.0,76.0,80.15928,5724.0,152.0,12826.0
BE-2002-R-30105,7.86689332025238,46.9867612361132,1,1312.1,21.07732,353.76178,1.0097796,38.36905,6.0,37.35215,24.2788,20.804445,0.10714466,24.0,76.0,80.15928,5724.0,152.0,12826.0
BE-2002-R-30106,7.86715513819885,46.9866253306143,1,1294.8,32.01548,159.93541,1.0097796,38.36905,6.0,37.35215,24.2788,20.804445,0.11720881,25.0,83.0,80.15928,5724.0,152.0,12826.0
BE-2002-R-30107,7.86781667730422,46.9871625747843,1,1268.8,23.044884,342.9585,1.0236574,38.36905,6.0,37.35215,24.2788,20.804445,0.10714466,24.0,76.0,80.15928,5736.0,148.0,12826.0
BE-2002-R-30108,7.86807633967536,46.9867568177991,1,1286.9,33.832565,105.93707,1.0236574,38.36905,6.0,37.35215,24.2788,20.804445,0.10714466,24.0,87.0,80.066635,5736.0,148.0,12826.0
BE-2002-R-30109,7.86939909251305,46.9877863167155,1,1302.1,15.893395,241.22836,1.0236574,38.36905,6.0,37.35215,24.2788,20.804445,0.10714466,24.0,81.0,79.65428,5736.0,148.0,12826.0
BE-2002-R-30110,7.86998484058193,46.9870644979526,1,1260.3,40.11119,190.22649,1.0236574,38.36905,6.0,37.35215,24.2788,20.804445,0.10714466,24.0,71.0,79.97399,5742.0,139.0,12698.0
BE-2002-R-30111,7.86334106990894,46.9780490344125,1,1251.9,27.530617,44.94723,0.9838467,37.060436,6.0,36.124893,26.81467,18.145878,0.11552782,18.0,46.0,83.86827,5622.0,136.0,12673.0
BE-2002-R-30112,7.86344941389877,46.9834457869167,1,1248.5,34.908653,292.7694,1.0061673,31.94957,6.0,37.816994,30.233435,18.323875,0.11348534,25.0,0.0,81.80963,5741.0,147.0,12764.0
BE-2002-R-30113,7.86859775659023,46.9747012197409,1,1148.6,38.108143,10.596959,1.0071752,33.422546,6.0,38.913982,27.663471,20.795298,0.118385844,21.0,88.0,84.41176,5714.0,136.0,12773.0
BE-2002-R-30114,7.86662886261785,46.9750054208209,1,1160.9,29.029842,16.34623,0.9970166,33.422546,6.0,38.913982,27.663471,20.795298,0.118385844,24.0,88.0,84.35913,5707.0,138.0,12787.0
BE-2002-R-30115,7.86925790495906,46.9767226805498,1,1104.7,29.267443,160.60722,1.0071752,33.422546,6.0,38.913982,27.663471,20.795298,0.118385844,24.0,67.0,83.49078,5763.0,139.0,12652.0
BE-2002-R-30116,7.8690730502361,46.9766154305939,1,1111.1,32.6193,150.53873,1.0071752,33.422546,6.0,38.913982,27.663471,20.795298,0.118385844,24.0,0.0,83.6349,5763.0,139.0,12652.0
BE-2002-R-30117,7.87137897931677,46.975725225358,1,1054.0,33.897644,1.2168031,1.0071752,34.391716,6.0,40.948776,24.659506,20.795298,0.118385844,24.0,85.0,83.6617,5710.0,141.0,12667.0
BE-2002-R-30118,7.86632854096009,46.9818609290954,1,1121.8,27.15592,105.237724,1.0061673,34.203117,6.0,37.866386,27.930496,18.323875,0.11876904,25.0,70.0,82.25441,5615.0,131.0,12555.0
BE-2002-R-30119,7.86561450879566,46.9813238713293,1,1170.5,29.294762,109.30612,0.9838467,39.773872,6.0,35.30851,24.91762,18.323875,0.11876904,25.0,0.0,82.25441,5615.0,131.0,12555.0
BE-2002-R-30120,7.8688625397836,46.9798725049213,1,1072.7,25.881893,50.77036,1.0271626,39.773872,6.0,35.30851,24.91762,19.739145,0.11876904,24.0,87.0,82.661736,5548.0,133.0,12630.0
BE-2002-R-30121,7.88168391765797,46.9790771346429,1,1043.9,19.309986,141.84322,0.9280035,19.759499,6.0,46.694954,33.545547,22.016464,0.12165695,18.0,71.0,81.638535,5651.0,141.0,12556.0
BE-2002-R-30122,7.86844080125726,46.9780840274583,1,1153.6,17.885681,11.316876,1.0271626,39.773872,6.0,35.30851,24.91762,19.739145,0.11876904,18.0,38.0,83.31052,5548.0,133.0,12630.0
BE-2002-R-30123,7.87019373872906,46.9786981247106,1,1107.7,30.390568,23.356844,1.0271626,39.773872,6.0,35.30851,24.91762,19.739145,0.11876904,24.0,10.0,82.851364,5599.0,140.0,12668.0
BE-2002-R-30124,7.8634106900768,46.9785435161297,1,1218.8,42.11209,56.057392,0.9838467,37.060436,6.0,36.124893,26.81467,18.145878,0.11552782,25.0,0.0,83.52516,5622.0,136.0,12673.0
BE-2002-R-30125,7.87549283664775,46.9854695048952,1,1245.6,23.661606,251.82578,0.9731033,35.295334,9.0,38.038597,26.66607,18.827808,0.11978184,24.0,77.0,80.20541,5641.0,139.0,12753.0
BE-2002-R-30126,7.87477245169073,46.9857870774364,1,1204.8,41.238102,237.66415,1.0236574,35.295334,9.0,38.038597,26.66607,18.827808,0.11978184,24.0,85.0,79.90442,5764.0,146.0,12840.0
BE-2002-R-30127,7.87457674401602,46.9859677257367,1,1204.8,41.238102,237.66415,1.0236574,35.295334,9.0,38.038597,26.66607,18.827808,0.11978184,24.0,85.0,79.90442,5764.0,146.0,12840.0
BE-2002-R-30128,7.87439014716987,46.9872727456811,1,1283.2,27.77587,199.42282,1.0236574,38.36905,6.0,37.35215,24.2788,20.804445,0.11501436,24.0,62.0,79.69607,5764.0,146.0,12840.0
BE-2002-R-30129,7.87392035761992,46.9876973043683,1,1320.0,18.358969,156.48862,1.0236574,38.36905,6.0,37.35215,24.2788,20.804445,0.11501436,25.0,81.0,79.390396,5764.0,146.0,12840.0
BE-2002-R-30130,7.8730665844717,46.9861533545126,1,1219.7,33.90636,141.28117,1.0236574,35.295334,6.0,38.038597,26.66607,20.804445,0.11978184,24.0,88.0,80.09906,5764.0,146.0,12840.0
BE-2002-R-30131,7.88021334612221,46.9840571819844,1,1180.5,11.440287,40.32155,0.9731033,31.270012,6.0,39.2136,29.516388,22.505919,0.11715085,25.0,0.0,80.079666,5760.0,146.0,12781.0
BE-2002-R-30132,7.86769150371258,46.9830072366064,1,1166.9,29.986917,89.58629,0.98725647,34.203117,6.0,37.866386,27.930496,22.297968,0.11720881,25.0,0.0,81.47555,5590.0,136.0,12590.0
BE-2002-R-30133,7.86712216570837,46.9824876379563,1,1149.9,27.384106,192.20071,1.0061673,34.203117,6.0,37.866386,27.930496,22.297968,0.11720881,25.0,0.0,81.80461,5615.0,131.0,12555.0
BE-2012-R-30001,7.80472184732639,46.7846165785031,1,1077.4,32.015663,359.62836,1.0072554,31.242859,9.0,42.675964,26.081175,22.069403,0.11516033,24.0,80.0,82.419205,5430.0,124.0,12445.0
BE-2012-R-30008,7.79166831678337,46.7830473994438,1,1055.1,19.31049,343.08105,1.0023011,26.171906,9.0,42.728905,31.09919,23.222105,0.109695844,18.0,80.0,81.673874,5497.0,130.0,12600.0
BE-2012-R-30002,7.80039633691416,46.7703454806674,1,1464.2,7.2371435,49.959644,0.9868376,39.99812,6.0,34.263145,25.738735,18.482546,0.13350166,26.0,0.0,81.592606,5630.0,153.0,12804.0
BE-2012-R-30003,7.80063059555899,46.7720898680069,1,1463.5,29.76071,117.31985,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,26.0,0.0,81.65838,5501.0,144.0,12772.0
BE-2012-R-30004,7.79986386339866,46.7729468643592,1,1482.0,33.992924,72.940674,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,26.0,0.0,81.65642,5501.0,144.0,12772.0
BE-2012-R-30005,7.79972116852863,46.7731452158885,1,1492.7,28.379,14.603571,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,0.0,81.71959,5501.0,144.0,12772.0
BE-2012-R-30006,7.7937415785873,46.7737306472641,1,1327.2,26.360262,344.2688,0.91977394,39.73622,6.0,35.328186,24.93559,30.210398,0.11730812,26.0,53.0,81.43816,5522.0,156.0,12768.0
BE-2012-R-30007,7.79426499190976,46.7736840441202,1,1333.5,29.724276,359.4627,0.91977394,39.73622,6.0,35.328186,24.93559,19.17853,0.11730812,26.0,72.0,81.43816,5536.0,163.0,12873.0
BE-2012-R-30008,7.79478709934216,46.7734395416109,1,1348.9,30.24961,354.2358,0.91977394,39.73622,6.0,35.328186,24.93559,19.17853,0.11730812,26.0,0.0,81.43816,5539.0,152.0,12824.0
BE-2012-R-30009,7.79508829001589,46.7734475991898,1,1335.4,31.66552,351.33377,0.91977394,39.73622,6.0,35.328186,24.93559,19.17853,0.11730812,26.0,69.0,81.50852,5536.0,163.0,12873.0
BE-2012-R-30010,7.79923007637667,46.7741092835802,1,1424.9,40.69706,328.42468,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,67.0,81.78276,5536.0,148.0,12796.0
BE-2012-R-30011,7.79885939739813,46.7734987570113,1,1444.4,41.238743,327.72504,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,65.0,81.71959,5527.0,151.0,12851.0
BE-2012-R-30012,7.80020002937631,46.7742681415903,1,1432.0,37.679363,356.1286,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,26.0,50.0,81.85573,5536.0,148.0,12796.0
BE-2012-R-30013,7.80018651497444,46.7742052157736,1,1432.0,37.679363,356.1286,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,26.0,50.0,81.85573,5536.0,148.0,12796.0
BE-2012-R-30014,7.80198059655873,46.7800915855557,1,1317.0,25.68974,319.80594,1.0018159,33.40834,6.0,41.912163,24.679497,28.29932,0.12799491,26.0,74.0,82.14485,5544.0,151.0,12917.0
BE-2012-R-30015,7.80204806567283,46.7803882227191,1,1303.4,33.97594,335.38428,1.0018159,33.40834,6.0,41.912163,24.679497,28.29932,0.12799491,24.0,72.0,82.17113,5544.0,151.0,12917.0
BE-2012-R-30016,7.80097975770139,46.7792491824159,1,1297.0,29.704176,277.43387,1.0018159,36.649994,6.0,39.45131,23.898699,28.29932,0.11550306,26.0,0.0,82.0439,5539.0,148.0,12874.0
BE-2012-R-30017,7.80037925621956,46.7775689241393,1,1298.8,19.888565,294.89606,0.9627362,36.649994,6.0,39.45131,23.898699,19.17853,0.11550306,26.0,0.0,82.01708,5536.0,148.0,12796.0
BE-2012-R-30018,7.79279347672067,46.7749030007185,1,1244.8,23.388947,22.122042,1.0203785,39.73622,6.0,35.328186,24.93559,25.869757,0.12812027,26.0,35.0,81.46803,5522.0,156.0,12768.0
BE-2012-R-30019,7.79717318882562,46.7818068980243,1,1172.7,27.18259,340.36917,0.9363004,33.40834,6.0,41.912163,24.679497,28.29932,0.12799491,26.0,80.0,81.905106,5519.0,130.0,12604.0
BE-2012-R-30013,7.81742738071581,46.781273875189,1,1161.6,23.782478,103.02404,1.0198638,40.03683,9.0,36.94599,23.017178,21.869322,0.124267876,26.0,0.0,83.00124,5691.0,161.0,12910.0
BE-2012-R-30020,7.83408699067251,46.7745248397312,1,1214.3,25.212719,5.1096125,0.9487663,32.91635,9.0,36.102562,30.981087,26.121588,0.12523836,26.0,30.0,83.67992,5610.0,154.0,13037.0
BE-2012-R-30021,7.83192729489518,46.7710240317185,1,1391.8,43.341873,336.71967,0.9487663,32.91635,9.0,36.102562,30.981087,26.121588,0.12523836,26.0,20.0,83.03055,5584.0,149.0,13010.0
BE-2012-R-30014,7.82867065515002,46.7696768587181,1,1423.6,39.84463,322.58344,1.0000645,39.26538,9.0,36.405624,24.328993,26.121588,0.13068025,26.0,19.0,82.78488,5522.0,150.0,12925.0
BE-2012-R-30012,7.81306986219094,46.7722747197378,1,1264.8,24.49678,38.931225,0.9459276,37.741196,9.0,35.911438,26.347364,19.252905,0.12978856,26.0,0.0,82.333855,5564.0,156.0,12995.0
BE-2012-R-30022,7.83112495305221,46.7705140427543,1,1396.8,26.352703,319.9558,0.9487663,41.389893,9.0,29.902336,28.707771,26.121588,0.12523836,29.0,60.0,82.96803,5646.0,156.0,13013.0
BE-2012-R-30023,7.80000369661824,46.7742777573587,1,1425.9,40.22058,342.17355,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,26.0,69.0,81.78276,5536.0,148.0,12796.0
BE-2012-R-30024,7.7997804562295,46.7741795116875,1,1417.2,40.51711,333.48322,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,64.0,81.78276,5536.0,148.0,12796.0
BE-2012-R-30025,7.79962364275534,46.7742249840678,1,1417.2,40.51711,333.48322,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,64.0,81.78276,5536.0,148.0,12796.0
BE-2012-R-30026,7.79962364275534,46.7742249840678,1,1417.2,40.51711,333.48322,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,64.0,81.78276,5536.0,148.0,12796.0
BE-2012-R-30027,7.79947974157511,46.7742434290007,1,1406.2,39.49444,331.18997,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,52.0,81.78276,5536.0,148.0,12796.0
BE-2012-R-30028,7.79916503259429,46.7741724570752,1,1406.2,39.49444,331.18997,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,23.0,81.78276,5527.0,151.0,12851.0
BE-2012-R-30029,7.79916503259429,46.7741724570752,1,1406.2,39.49444,331.18997,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,23.0,81.78276,5527.0,151.0,12851.0
BE-2012-R-30030,7.79887579008059,46.7739934580713,1,1424.9,40.69706,328.42468,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,43.0,81.78276,5527.0,151.0,12851.0
BE-2012-R-30031,7.79874504204351,46.7740208561684,1,1413.7,38.350677,329.39093,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,30.0,81.70979,5527.0,151.0,12851.0
BE-2012-R-30032,7.79858888763822,46.7741652755804,1,1397.7,38.10794,331.56363,0.9868376,26.329834,6.0,41.262283,32.407883,19.17853,0.13350166,24.0,12.0,81.70979,5527.0,151.0,12851.0
BE-2012-R-30033,7.80447459476346,46.779049156469,1,1323.5,24.958052,48.62765,1.0018159,29.426956,6.0,41.635983,28.937061,27.9237,0.12443343,26.0,35.0,82.26791,5544.0,151.0,12917.0
BE-2012-R-30034,7.80396903987026,46.7798063937183,1,1315.6,33.548103,68.71331,1.0018159,29.426956,6.0,41.635983,28.937061,27.9237,0.110037096,26.0,0.0,82.21899,5544.0,151.0,12917.0
AR-2002-R-30134,9.48584334624537,47.4123750997413,1,870.8,23.827166,343.32242,1.010601,35.111115,9.0,41.120827,23.76806,14.810718,0.098320864,25.0,81.0,98.61605,5458.0,111.0,12324.0
